model,task,first_verified,input_dfy,raw_requested_output,raw_generated_directory,generated_module,output_python,return_code,success,elapsed_seconds,log_path
deepseek-chat,Dafny_554_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_554_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_554_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_554_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_554_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_554_firstverified.py,0,True,0.758,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_554_firstverified.log
deepseek-chat,Dafny_556_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_556_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_556_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_556_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_556_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_556_firstverified.py,0,True,0.854,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_556_firstverified.log
deepseek-chat,Dafny_561_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_561_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_561_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_561_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_561_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_561_firstverified.py,0,True,0.787,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_561_firstverified.log
deepseek-chat,Dafny_573_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_573_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_573_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_573_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_573_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_573_firstverified.py,0,True,0.747,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_573_firstverified.log
deepseek-chat,Dafny_62_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_62_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_62_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_62_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_62_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_62_firstverified.py,0,True,0.781,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_62_firstverified.log
deepseek-chat,Dafny_64_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_64_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_64_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_64_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_64_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_64_firstverified.py,0,True,0.695,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_64_firstverified.log
deepseek-chat,Dafny_65_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_65_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_65_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_65_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_65_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_65_firstverified.py,0,True,0.814,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_65_firstverified.log
deepseek-chat,Dafny_67_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_67_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_67_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_67_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_67_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_67_firstverified.py,0,True,0.803,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_67_firstverified.log
deepseek-chat,Dafny_71_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_71_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_71_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_71_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_71_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_71_firstverified.py,0,True,0.834,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_71_firstverified.log
deepseek-chat,Dafny_78_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_78_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_78_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_78_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_78_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_78_firstverified.py,0,True,0.814,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_78_firstverified.log
deepseek-chat,Dafny_96_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_96_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_96_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_96_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_96_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_96_firstverified.py,0,True,0.75,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_96_firstverified.log
deepseek-chat,Dafny_99_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/deepseek-chat/Dafny_99_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_99_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_99_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/deepseek-chat/Dafny_99_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/deepseek-chat/Dafny_99_firstverified.py,0,True,0.715,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/deepseek-chat/Dafny_99_firstverified.log
gpt-5.1-codex-max,Dafny_104_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_104_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_104_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_104_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_104_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_104_firstverified.py,0,True,0.728,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_104_firstverified.log
gpt-5.1-codex-max,Dafny_114,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_114.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_114,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_114-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_114-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_114.py,0,True,0.764,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_114.log
gpt-5.1-codex-max,Dafny_120_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_120_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_120_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_120_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_120_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_120_firstverified.py,0,True,0.768,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_120_firstverified.log
gpt-5.1-codex-max,Dafny_122,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_122.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_122,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_122-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_122-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_122.py,0,True,0.803,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_122.log
gpt-5.1-codex-max,Dafny_143,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_143.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_143,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_143-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_143-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_143.py,0,True,0.825,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_143.log
gpt-5.1-codex-max,Dafny_155,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_155.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_155,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_155-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_155-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_155.py,0,True,0.738,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_155.log
gpt-5.1-codex-max,Dafny_156,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_156.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_156,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_156-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_156-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_156.py,0,True,0.826,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_156.log
gpt-5.1-codex-max,Dafny_162_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_162_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_162_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_162_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_162_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_162_firstverified.py,0,True,0.773,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_162_firstverified.log
gpt-5.1-codex-max,Dafny_176,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_176.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_176,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_176-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_176-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_176.py,0,True,0.847,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_176.log
gpt-5.1-codex-max,Dafny_193_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_193_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_193_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_193_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_193_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_193_firstverified.py,0,True,0.876,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_193_firstverified.log
gpt-5.1-codex-max,Dafny_194,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_194.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_194,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_194-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_194-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_194.py,0,True,0.841,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_194.log
gpt-5.1-codex-max,Dafny_200,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_200.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_200,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_200-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_200-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_200.py,0,True,0.809,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_200.log
gpt-5.1-codex-max,Dafny_206_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_206_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_206_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_206_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_206_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_206_firstverified.py,0,True,0.854,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_206_firstverified.log
gpt-5.1-codex-max,Dafny_207,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_207.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_207,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_207-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_207-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_207.py,0,True,0.802,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_207.log
gpt-5.1-codex-max,Dafny_216,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_216.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_216,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_216-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_216-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_216.py,0,True,0.76,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_216.log
gpt-5.1-codex-max,Dafny_225,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_225.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_225,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_225-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_225-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_225.py,0,True,0.713,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_225.log
gpt-5.1-codex-max,Dafny_227_firstverified,True,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_227_firstverified.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_227_firstverified,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_227_firstverified-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_227_firstverified-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_227_firstverified.py,0,True,0.75,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_227_firstverified.log
gpt-5.1-codex-max,Dafny_229,False,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/dafny_outputs/gpt-5.1-codex-max/Dafny_229.dfy,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_229,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_229-py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python_raw/gpt-5.1-codex-max/Dafny_229-py/module_.py,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/generated_python/gpt-5.1-codex-max/Dafny_229.py,0,True,0.876,/u/mjha1/Proof2Silicon/journal_phase/dafny_to_rtl_pipeline/logs/dafny_to_python/gpt-5.1-codex-max/Dafny_229.log
